,employee_id,cidade,cargo,lider_id,turno,salario_base,data_admissao,data_demissao,motivo_saida,faixa_preta_certificado,data_certificacao,nota_desempenho,faltas_trim,tempo_de_casa_meses
568,E100568,Campinas,lider_area,L008,manha," R$ 4.870,00 ",2024-03-19,,Desconhecido,False,,"3,11",2,15
569,E100569,Rio de Janeiro,estoquista,L044,manha," R$ 2.580,00 ",2024-06-01,2024-09-30,transferencia,False,,"4,7",1,3
570,E100570,Campinas,motorista_campo,L010,manha," R$ 3.139,00 ",2024-01-12,2025-04-30,outros,False,,"2,53",2,15
571,E100571,Natal,mecanico,L059,tarde," R$ 3.203,00 ",2024-02-03,2024-10-31,pedido,False,,"3,78",0,8
572,E100572,Vitória,mecanico,L052,manha," R$ 2.975,00 ",2024-02-24,2025-02-28,desempenho,True,2025-02-18,"4,75",2,12
573,E100573,Maceió,mecanico,L045,manha," R$ 3.195,00 ",2023-09-09,2024-07-31,outros,False,,"3,32",0,10
574,E100574,Rio de Janeiro,front_atendimento,L030,tarde," R$ 2.470,00 ",2024-05-03,2025-02-28,desempenho,False,,"3,87",0,9
575,E100575,Rio de Janeiro,front_atendimento,L005,manha," R$ 2.329,00 ",2024-06-19,,Desconhecido,False,,"3,23",4,12
576,E100576,Goiânia,motorista_campo,L017,manha," R$ 2.944,00 ",2024-04-17,,Desconhecido,False,,"4,44",1,14
577,E100577,Uberlândia,estoquista,L008,tarde," R$ 2.511,00 ",2023-07-27,2025-03-31,pedido,False,,"3,4",1,20
578,E100578,Campinas,estoquista,L051,noite," R$ 2.444,00 ",2023-07-16,,Desconhecido,False,,"3,78",3,23
579,E100579,Maceió,motorista_campo,L007,tarde," R$ 2.780,00 ",2024-04-23,2025-05-31,pedido,False,,"3,23",2,13
580,E100580,Natal,organizador_patio,L047,manha," R$ 2.190,00 ",2023-11-12,,Desconhecido,False,,"3,74",2,19
581,E100581,Ribeirão Preto,consultor_tecnico,L048,manha," R$ 3.686,00 ",2024-06-13,,Desconhecido,False,,"3,57",4,12
582,E100582,Vitória,front_atendimento,L049,manha," R$ 2.211,00 ",2024-04-17,,Desconhecido,False,,"3,8",2,14
583,E100583,Belém,consultor_tecnico,L020,noite," R$ 3.477,00 ",2024-06-25,,Desconhecido,False,,"2,99",1,12
584,E100584,Salvador,consultor_tecnico,L022,tarde," R$ 3.124,00 ",2023-10-23,2024-12-31,desempenho,False,,"3,08",1,14
585,E100585,Ribeirão Preto,organizador_patio,L015,manha," R$ 2.415,00 ",2023-10-26,,Desconhecido,False,,"4,57",1,20
586,E100586,Fortaleza,mecanico,L023,manha," R$ 3.567,00 ",2024-05-05,,Desconhecido,False,,"4,17",0,13
587,E100587,Vitória,front_atendimento,L014,tarde," R$ 2.241,00 ",2024-03-20,,Desconhecido,False,,"3,82",1,15
588,E100588,Curitiba,consultor_tecnico,L046,manha," R$ 3.343,00 ",2023-11-20,2024-04-30,pedido,False,,"3,55",2,5
589,E100589,Goiânia,mecanico,L036,noite," R$ 3.021,00 ",2024-04-12,,Desconhecido,True,2025-03-07,"2,03",1,14
590,E100590,Maceió,mecanico,L032,noite," R$ 3.212,00 ",2023-10-30,2024-04-30,desempenho,False,,"4,01",3,6
591,E100591,Florianópolis,front_atendimento,L033,noite," R$ 2.154,00 ",2023-08-05,2024-05-31,desempenho,False,,"3,28",3,9
592,E100592,Maceió,soldador,L054,manha," R$ 2.787,00 ",2024-05-25,,Desconhecido,False,,"4,17",3,13
593,E100593,Campinas,consultor_tecnico,L042,manha," R$ 3.727,00 ",2024-03-06,,Desconhecido,False,,"2,79",4,15
594,E100594,Uberlândia,mecanico,L046,manha," R$ 3.306,00 ",2024-06-29,,Desconhecido,False,,"3,54",1,12
595,E100595,Belém,consultor_tecnico,L035,tarde," R$ 3.386,00 ",2024-02-16,,Desconhecido,False,,"3,76",3,16
596,E100596,Belo Horizonte,mecanico,L026,manha," R$ 3.199,00 ",2023-10-22,2024-02-29,pedido,False,,"3,14",2,4
597,E100597,São Luís,lider_area,L011,manha," R$ 5.105,00 ",2024-05-29,,Desconhecido,False,,"2,67",2,13
598,E100598,Natal,mecanico,L025,tarde," R$ 3.197,00 ",2024-06-29,2024-11-30,pedido,False,,"2,94",0,5
599,E100599,Porto Alegre,mecanico,L022,noite," R$ 3.342,00 ",2024-04-21,,Desconhecido,False,,"2,51",0,14
600,E100600,Recife,lider_area,L048,noite," R$ 6.174,00 ",2024-04-20,,Desconhecido,False,,"3,59",1,14
601,E100601,Ribeirão Preto,consultor_tecnico,L008,manha," R$ 3.127,00 ",2023-08-25,,Desconhecido,False,,"3,45",2,22
602,E100602,Recife,consultor_tecnico,L023,manha," R$ 3.700,00 ",2023-07-01,2025-01-31,pedido,False,,"3,89",0,18
603,E100603,Vitória,lider_area,L056,noite," R$ 5.310,00 ",2023-10-02,,Desconhecido,False,,"4,32",2,20
604,E100604,Maceió,mecanico,L047,tarde," R$ 3.275,00 ",2024-05-07,,Desconhecido,True,2025-03-07,"2,9",1,13
605,E100605,Porto Alegre,estoquista,L056,noite," R$ 2.531,00 ",2024-05-07,,Desconhecido,False,,"3,87",1,13
606,E100606,Uberlândia,motorista_campo,L036,noite," R$ 2.886,00 ",2024-04-26,2025-01-31,pedido,False,,"4,33",0,9
607,E100607,Belo Horizonte,mecanico,L009,manha," R$ 3.485,00 ",2023-10-24,2024-08-31,pedido,True,2025-03-13,"3,65",2,10
608,E100608,Natal,front_atendimento,L044,noite," R$ 2.322,00 ",2024-06-24,2024-05-31,desempenho,False,,"3,05",1,0
609,E100609,Natal,mecanico,L031,manha," R$ 3.379,00 ",2024-05-26,,Desconhecido,False,,"3,85",2,13
610,E100610,São Paulo,lider_geral,L042,manha," R$ 9.193,00 ",2023-08-12,2025-06-30,desempenho,False,,"2,88",1,22
611,E100611,Belém,mecanico,L021,tarde," R$ 3.214,00 ",2024-01-11,,Desconhecido,False,,"3,07",2,17
612,E100612,Porto Alegre,mecanico,L002,tarde," R$ 3.533,00 ",2024-06-19,,Desconhecido,False,,"4,66",2,12
613,E100613,Brasília,lider_geral,L035,noite," R$ 9.092,00 ",2024-04-17,,Desconhecido,False,,"3,62",2,14
614,E100614,Fortaleza,organizador_patio,L030,manha," R$ 2.358,00 ",2023-12-08,,Desconhecido,False,,"3,24",0,18
615,E100615,Manaus,consultor_tecnico,L014,manha," R$ 2.899,00 ",2023-10-02,,Desconhecido,False,,"3,42",0,20
616,E100616,Brasília,organizador_patio,L053,noite," R$ 2.476,00 ",2023-12-10,,Desconhecido,False,,"2,86",1,18
617,E100617,Curitiba,mecanico,L049,manha," R$ 3.492,00 ",2023-08-31,2024-03-31,pedido,False,,"2,88",5,7
618,E100618,Curitiba,front_atendimento,L001,manha," R$ 2.221,00 ",2023-09-22,,Desconhecido,False,,"3,56",3,21
619,E100619,Belém,organizador_patio,L054,tarde," R$ 2.330,00 ",2023-12-25,,Desconhecido,False,,"4,44",1,18
620,E100620,Florianópolis,mecanico,L050,noite," R$ 3.029,00 ",2023-10-15,,Desconhecido,False,,"3,99",1,20
621,E100621,Ribeirão Preto,mecanico,L002,manha," R$ 3.334,00 ",2024-03-09,,Desconhecido,False,,"3,18",0,15
622,E100622,Natal,front_atendimento,L039,noite," R$ 2.121,00 ",2024-04-22,,Desconhecido,False,,"2,62",2,14
623,E100623,São Luís,mecanico,L012,noite," R$ 3.216,00 ",2023-11-19,,Desconhecido,True,2025-01-26,"3,03",0,19
624,E100624,São Luís,front_atendimento,L058,tarde," R$ 2.169,00 ",2024-04-26,2025-05-31,pedido,False,,"3,55",1,13
625,E100625,Recife,organizador_patio,L043,tarde," R$ 2.128,00 ",2023-11-28,,Desconhecido,False,,"3,12",0,19
626,E100626,Manaus,motorista_campo,L010,tarde," R$ 3.008,00 ",2023-12-28,2025-03-31,desempenho,False,,"2,68",1,15
627,E100627,Curitiba,consultor_tecnico,L017,noite," R$ 3.179,00 ",2023-10-08,2024-12-31,pedido,False,,"3,74",1,14
628,E100628,Maceió,front_atendimento,L056,tarde," R$ 2.314,00 ",2024-03-07,,Desconhecido,False,,"3,68",2,15
629,E100629,Fortaleza,front_atendimento,L004,manha," R$ 2.298,00 ",2024-03-05,,Desconhecido,False,,"3,73",3,15
630,E100630,São Paulo,front_atendimento,L051,manha," R$ 2.297,00 ",2024-02-16,2025-05-31,pedido,False,,"3,88",2,15
631,E100631,Salvador,front_atendimento,L010,tarde," R$ 2.304,00 ",2023-12-15,2024-05-31,pedido,False,,"2,84",6,5
632,E100632,Porto Alegre,mecanico,L034,noite," R$ 3.449,00 ",2024-04-01,,Desconhecido,False,,"2,27",1,14
633,E100633,Uberlândia,lider_area,L018,tarde," R$ 5.069,00 ",2024-01-01,,Desconhecido,False,,"3,81",1,17
634,E100634,Uberlândia,front_atendimento,L057,noite," R$ 2.197,00 ",2023-08-15,,Desconhecido,False,,"3,57",5,22
635,E100635,Manaus,front_atendimento,L034,manha," R$ 2.258,00 ",2024-01-24,,Desconhecido,False,,"4,67",5,17
636,E100636,Campinas,estoquista,L009,tarde," R$ 2.587,00 ",2023-11-08,2024-07-31,pedido,False,,"3,59",2,8
637,E100637,Natal,front_atendimento,L010,manha," R$ 2.467,00 ",2024-02-26,,Desconhecido,False,,"2,92",0,16
638,E100638,Recife,front_atendimento,L004,manha," R$ 2.065,00 ",2024-03-29,2024-07-31,outros,False,,"3,65",3,4
639,E100639,Porto Alegre,consultor_tecnico,L026,tarde," R$ 3.309,00 ",2024-04-05,2024-08-31,justa_causa,False,,"3,41",2,4
640,E100640,São Paulo,front_atendimento,L044,manha," R$ 2.087,00 ",2024-02-14,2025-05-31,pedido,False,,"2,55",0,15
641,E100641,Rio de Janeiro,estoquista,L041,tarde," R$ 2.647,00 ",2024-06-10,,Desconhecido,False,,"3,53",3,12
642,E100642,São Luís,lider_geral,L045,tarde," R$ 9.102,00 ",2023-07-12,,Desconhecido,False,,"3,59",0,23
643,E100643,Salvador,consultor_tecnico,L025,tarde," R$ 3.413,00 ",2023-12-15,,Desconhecido,False,,"4,54",2,18
644,E100644,São Luís,mecanico,L014,noite," R$ 3.109,00 ",2023-11-14,,Desconhecido,False,,"4,09",1,19
645,E100645,Manaus,front_atendimento,L038,manha," R$ 2.393,00 ",2023-07-10,2024-09-30,outros,False,,"4,46",2,14
646,E100646,Salvador,soldador,L046,manha," R$ 2.923,00 ",2023-12-05,,Desconhecido,False,,"2,69",2,18
647,E100647,Rio de Janeiro,mecanico,L020,manha," R$ 3.188,00 ",2024-04-19,,Desconhecido,True,2025-03-29,"3,29",5,14
648,E100648,Uberlândia,motorista_campo,L055,tarde," R$ 3.111,00 ",2023-10-12,2024-02-29,pedido,False,,"4,46",1,4
649,E100649,Rio de Janeiro,consultor_tecnico,L001,manha," R$ 3.248,00 ",2024-02-03,,Desconhecido,False,,"4,59",1,16
650,E100650,Goiânia,front_atendimento,L043,tarde," R$ 2.170,00 ",2024-02-15,,Desconhecido,False,,"3,6",1,16
651,E100651,Maceió,lider_area,L037,tarde," R$ 5.000,00 ",2024-04-17,,Desconhecido,False,,"2,57",2,14
652,E100652,Florianópolis,mecanico,L015,tarde," R$ 2.941,00 ",2024-03-04,,Desconhecido,False,,"3,5",1,15
653,E100653,Belém,front_atendimento,L017,manha," R$ 2.374,00 ",2024-01-06,2024-04-30,desempenho,False,,"2,39",2,3
654,E100654,Ribeirão Preto,front_atendimento,L049,manha," R$ 2.240,00 ",2024-05-31,2024-03-31,justa_causa,False,,"3,41",3,0
655,E100655,Florianópolis,front_atendimento,L002,manha," R$ 2.406,00 ",2023-09-18,2024-07-31,pedido,False,,"3,21",3,10
656,E100656,São Paulo,motorista_campo,L006,manha," R$ 2.790,00 ",2023-10-06,,Desconhecido,False,,"3,5",2,20
657,E100657,Belém,front_atendimento,L024,manha," R$ 2.390,00 ",2024-06-25,2025-04-30,pedido,False,,"3,09",0,10
658,E100658,Uberlândia,soldador,L059,tarde," R$ 3.142,00 ",2023-12-18,,Desconhecido,False,,"3,44",2,18
659,E100659,São Paulo,lider_geral,L016,manha," R$ 8.992,00 ",2023-10-22,,Desconhecido,False,,"3,99",4,20
660,E100660,Florianópolis,estoquista,L026,manha," R$ 2.590,00 ",2023-08-10,,Desconhecido,False,,"3,53",1,22
661,E100661,Campinas,organizador_patio,L025,manha," R$ 2.483,00 ",2023-12-18,,Desconhecido,False,,"3,11",1,18
662,E100662,São Paulo,soldador,L032,manha," R$ 3.173,00 ",2024-02-28,2024-02-29,justa_causa,False,,"2,5",0,0
663,E100663,Salvador,mecanico,L027,tarde," R$ 3.025,00 ",2023-08-10,2024-12-31,desempenho,True,2025-02-01,"2,75",0,16
664,E100664,Goiânia,mecanico,L029,tarde," R$ 2.873,00 ",2024-02-24,,Desconhecido,False,,"3,91",4,16
665,E100665,Campinas,mecanico,L042,tarde," R$ 3.247,00 ",2024-03-26,2024-04-30,pedido,True,2025-03-19,"3,48",2,1
666,E100666,São Luís,soldador,L054,noite," R$ 2.993,00 ",2024-06-11,,Desconhecido,False,,"4,15",5,12
667,E100667,Goiânia,lider_area,L038,tarde," R$ 5.057,00 ",2023-08-05,,Desconhecido,False,,"4,05",2,22
668,E100668,Recife,front_atendimento,L048,tarde," R$ 2.330,00 ",2023-11-09,2025-01-31,desempenho,False,,"3,92",2,14
669,E100669,Recife,mecanico,L058,noite," R$ 3.256,00 ",2023-10-10,,Desconhecido,False,,"4,03",2,20
670,E100670,Florianópolis,mecanico,L028,tarde," R$ 3.445,00 ",2024-03-24,2024-01-31,outros,True,2025-03-21,"3,39",2,0
671,E100671,Belém,mecanico,L020,manha," R$ 3.377,00 ",2024-04-21,2024-01-31,outros,False,,"2,8",2,0
672,E100672,Manaus,motorista_campo,L058,tarde," R$ 3.111,00 ",2023-07-03,2024-09-30,pedido,False,,"3,15",8,14
673,E100673,Rio de Janeiro,motorista_campo,L052,tarde," R$ 2.917,00 ",2024-05-17,2024-02-29,outros,False,,"3,89",2,0
674,E100674,Ribeirão Preto,front_atendimento,L016,manha," R$ 2.286,00 ",2024-05-01,2025-01-31,outros,False,,"2,91",2,8
675,E100675,Belém,mecanico,L012,tarde," R$ 3.292,00 ",2023-10-12,2024-01-31,outros,True,2025-03-16,"3,73",3,3
676,E100676,Curitiba,lider_area,L024,tarde," R$ 5.408,00 ",2023-09-09,2025-02-28,pedido,False,,"3,35",2,17
677,E100677,Natal,front_atendimento,L048,manha," R$ 2.204,00 ",2024-01-18,,Desconhecido,False,,"3,99",2,17
678,E100678,São Paulo,lider_area,L043,manha," R$ 4.857,00 ",2024-01-05,,Desconhecido,False,,"3,15",0,17
679,E100679,São Luís,front_atendimento,L020,tarde," R$ 2.251,00 ",2023-09-16,,Desconhecido,False,,"3,26",1,21
680,E100680,Brasília,motorista_campo,L015,noite," R$ 2.986,00 ",2023-07-09,,Desconhecido,False,,"3,75",0,23
681,E100681,Recife,mecanico,L052,tarde," R$ 3.471,00 ",2024-02-23,,Desconhecido,False,,"2,59",2,16
682,E100682,Porto Alegre,consultor_tecnico,L041,manha," R$ 3.461,00 ",2024-04-12,2024-01-31,pedido,False,,"3,56",3,0
683,E100683,Vitória,lider_area,L026,manha," R$ 5.517,00 ",2023-08-13,2025-06-30,outros,False,,"3,74",2,22
684,E100684,Belém,soldador,L060,tarde," R$ 3.328,00 ",2023-09-07,2024-09-30,desempenho,False,,"2,49",2,12
685,E100685,Belo Horizonte,lider_geral,L048,noite," R$ 7.647,00 ",2024-02-01,,Desconhecido,False,,"3,22",4,16
686,E100686,Rio de Janeiro,organizador_patio,L041,manha," R$ 2.491,00 ",2024-03-05,2024-12-31,pedido,False,,4,1,9
687,E100687,Belém,organizador_patio,L010,tarde," R$ 2.445,00 ",2023-12-26,,Desconhecido,False,,"3,5",1,18
688,E100688,São Paulo,lider_area,L045,manha," R$ 5.872,00 ",2024-02-26,,Desconhecido,False,,"3,48",1,16
689,E100689,Rio de Janeiro,consultor_tecnico,L028,tarde," R$ 3.445,00 ",2024-02-01,2024-09-30,pedido,False,,"4,82",1,7
690,E100690,Ribeirão Preto,motorista_campo,L046,manha," R$ 3.063,00 ",2023-08-25,,Desconhecido,False,,"1,73",2,22
691,E100691,Vitória,consultor_tecnico,L048,tarde," R$ 3.260,00 ",2023-11-30,,Desconhecido,False,,"3,93",3,19
692,E100692,Campinas,mecanico,L012,tarde," R$ 3.228,00 ",2024-05-09,,Desconhecido,True,2025-03-09,"3,34",3,13
693,E100693,Goiânia,mecanico,L030,tarde," R$ 3.444,00 ",2023-12-22,2025-03-31,transferencia,False,,"3,01",1,15
694,E100694,Goiânia,mecanico,L019,tarde," R$ 3.111,00 ",2024-05-08,2024-10-31,pedido,False,,"4,62",2,5
695,E100695,Curitiba,motorista_campo,L005,tarde," R$ 3.015,00 ",2023-11-22,,Desconhecido,False,,"3,1",3,19
696,E100696,Brasília,estoquista,L019,manha," R$ 2.494,00 ",2023-08-16,,Desconhecido,False,,"3,84",1,22
697,E100697,Ribeirão Preto,motorista_campo,L028,manha," R$ 2.980,00 ",2023-10-28,,Desconhecido,False,,"3,34",1,20
698,E100698,São Paulo,motorista_campo,L041,noite," R$ 3.031,00 ",2023-12-08,,Desconhecido,False,,"3,33",1,18
699,E100699,Belo Horizonte,mecanico,L024,manha," R$ 3.654,00 ",2023-07-27,,Desconhecido,False,,"3,06",0,23
700,E100700,Salvador,estoquista,L053,tarde," R$ 2.448,00 ",2024-05-27,,Desconhecido,False,,"3,87",2,13
701,E100701,Maceió,motorista_campo,L008,manha," R$ 3.030,00 ",2024-06-05,2024-09-30,pedido,False,,"4,08",3,3
702,E100702,Uberlândia,front_atendimento,L028,tarde," R$ 2.238,00 ",2024-02-05,,Desconhecido,False,,"4,3",2,16
703,E100703,Campinas,organizador_patio,L055,noite," R$ 2.212,00 ",2024-02-21,,Desconhecido,False,,"3,48",1,16
704,E100704,Florianópolis,lider_geral,L016,noite," R$ 8.870,00 ",2023-11-01,,Desconhecido,False,,"3,37",2,19
705,E100705,Uberlândia,mecanico,L024,tarde," R$ 3.290,00 ",2023-07-28,,Desconhecido,True,2025-01-28,"2,76",5,23
706,E100706,Fortaleza,lider_area,L006,tarde," R$ 6.385,00 ",2024-05-09,2024-01-31,desempenho,False,,"3,07",3,0
707,E100707,Ribeirão Preto,mecanico,L014,tarde," R$ 3.155,00 ",2023-07-17,,Desconhecido,True,2025-03-15,"3,63",5,23
708,E100708,Maceió,mecanico,L054,noite," R$ 3.509,00 ",2024-01-19,2024-10-31,pedido,False,,"3,49",2,9
709,E100709,Recife,motorista_campo,L033,noite," R$ 2.793,00 ",2024-06-25,,Desconhecido,False,,"2,61",1,12
710,E100710,Manaus,estoquista,L017,noite," R$ 2.541,00 ",2024-01-19,2024-09-30,pedido,False,,"2,48",3,8
711,E100711,Recife,motorista_campo,L056,manha," R$ 3.132,00 ",2023-08-06,,Desconhecido,False,,"3,74",2,22
712,E100712,Vitória,estoquista,L026,tarde," R$ 2.435,00 ",2023-08-06,,Desconhecido,False,,"3,43",0,22
713,E100713,Manaus,lider_area,L034,tarde," R$ 5.218,00 ",2024-02-08,2025-05-31,pedido,False,,"3,19",1,15
714,E100714,Rio de Janeiro,motorista_campo,L058,manha," R$ 2.980,00 ",2024-01-03,2024-05-31,desempenho,False,,"4,24",1,4
715,E100715,Belo Horizonte,soldador,L055,manha," R$ 3.042,00 ",2023-09-17,,Desconhecido,False,,"1,46",0,21
716,E100716,Salvador,estoquista,L045,tarde," R$ 2.613,00 ",2024-06-29,2024-01-31,transferencia,False,,"3,63",1,0
717,E100717,Belo Horizonte,mecanico,L018,manha," R$ 3.395,00 ",2024-01-13,,Desconhecido,True,2025-03-08,"4,2",1,17
718,E100718,Belo Horizonte,consultor_tecnico,L027,tarde," R$ 3.202,00 ",2023-07-01,,Desconhecido,False,,"2,95",4,23
719,E100719,Curitiba,mecanico,L022,noite," R$ 3.568,00 ",2023-12-11,2024-02-29,pedido,False,,"1,95",1,2
720,E100720,Salvador,mecanico,L002,tarde," R$ 3.522,00 ",2024-04-12,,Desconhecido,False,,"2,25",0,14
721,E100721,Belém,motorista_campo,L029,manha," R$ 3.027,00 ",2024-05-11,,Desconhecido,False,,"3,31",1,13
722,E100722,Rio de Janeiro,mecanico,L060,tarde," R$ 2.923,00 ",2023-11-12,,Desconhecido,False,,"3,71",2,19
723,E100723,Belém,motorista_campo,L041,manha," R$ 3.049,00 ",2023-07-20,2025-01-31,desempenho,False,,"1,72",3,18
724,E100724,Rio de Janeiro,lider_area,L049,manha," R$ 5.457,00 ",2023-11-14,,Desconhecido,False,,"2,58",1,19
725,E100725,Florianópolis,organizador_patio,L050,tarde," R$ 2.267,00 ",2024-05-12,,Desconhecido,False,,"4,44",0,13
726,E100726,Campinas,front_atendimento,L024,tarde," R$ 2.220,00 ",2023-09-02,,Desconhecido,False,,"2,87",2,21
727,E100727,Uberlândia,mecanico,L035,tarde," R$ 3.277,00 ",2024-06-20,,Desconhecido,False,,"3,02",2,12
728,E100728,Belém,estoquista,L032,tarde," R$ 2.454,00 ",2024-01-24,,Desconhecido,False,,"2,39",0,17
729,E100729,Brasília,mecanico,L016,tarde," R$ 3.044,00 ",2023-12-25,,Desconhecido,False,,"2,89",0,18
730,E100730,Ribeirão Preto,lider_area,L038,manha," R$ 5.623,00 ",2023-11-25,,Desconhecido,False,,"3,4",2,19
731,E100731,Florianópolis,motorista_campo,L008,manha," R$ 2.960,00 ",2024-01-14,2024-10-31,outros,False,,"4,47",1,9
732,E100732,Curitiba,mecanico,L033,manha," R$ 3.452,00 ",2024-03-28,2024-11-30,pedido,True,2025-03-13,"2,31",2,8
733,E100733,Belém,front_atendimento,L048,tarde," R$ 2.323,00 ",2024-05-25,2025-02-28,pedido,False,,"2,79",4,9
734,E100734,Ribeirão Preto,front_atendimento,L041,tarde," R$ 2.166,00 ",2023-11-22,2024-07-31,pedido,False,,"3,86",1,8
735,E100735,Recife,mecanico,L043,tarde," R$ 3.348,00 ",2024-05-23,2024-05-31,pedido,True,2025-01-21,"4,07",3,0
736,E100736,Porto Alegre,organizador_patio,L043,tarde," R$ 2.336,00 ",2023-09-03,2024-10-31,outros,False,,5,1,13
737,E100737,São Luís,mecanico,L009,tarde," R$ 3.105,00 ",2023-12-06,,Desconhecido,True,2025-02-08,"3,52",0,18
738,E100738,Florianópolis,mecanico,L039,tarde," R$ 3.236,00 ",2023-10-26,2024-01-31,desempenho,False,,"4,52",1,3
739,E100739,Porto Alegre,mecanico,L060,tarde," R$ 3.440,00 ",2023-12-09,,Desconhecido,False,,"4,29",1,18
740,E100740,Belo Horizonte,lider_area,L060,tarde," R$ 5.951,00 ",2023-07-15,,Desconhecido,False,,"2,83",0,23
741,E100741,Curitiba,lider_area,L016,tarde," R$ 5.022,00 ",2023-09-18,,Desconhecido,False,,"3,02",0,21
742,E100742,Curitiba,estoquista,L029,manha," R$ 2.524,00 ",2023-12-14,2024-06-30,transferencia,False,,"4,33",1,6
743,E100743,Campinas,motorista_campo,L047,tarde," R$ 2.999,00 ",2024-06-07,,Desconhecido,False,,"2,94",4,12
744,E100744,Campinas,mecanico,L006,tarde," R$ 3.613,00 ",2023-12-04,2024-04-30,desempenho,False,,"2,79",2,4
745,E100745,Porto Alegre,mecanico,L042,manha," R$ 3.815,00 ",2023-11-02,2024-06-30,pedido,False,,"3,18",5,7
746,E100746,Curitiba,lider_geral,L048,tarde," R$ 8.824,00 ",2023-08-15,,Desconhecido,False,,"4,06",1,22
747,E100747,Manaus,consultor_tecnico,L038,noite," R$ 3.783,00 ",2024-03-17,2024-02-29,pedido,False,,"2,73",2,0
748,E100748,Brasília,front_atendimento,L004,noite," R$ 2.376,00 ",2023-10-10,2025-06-30,outros,False,,"4,2",0,20
749,E100749,Ribeirão Preto,lider_area,L023,tarde," R$ 5.930,00 ",2024-04-28,2024-03-31,pedido,False,,"3,64",1,0
750,E100750,Natal,lider_area,L053,manha," R$ 5.959,00 ",2023-12-12,2025-02-28,pedido,False,,"3,05",3,14
751,E100751,Rio de Janeiro,front_atendimento,L018,manha," R$ 2.306,00 ",2024-03-20,,Desconhecido,False,,"3,57",2,15
752,E100752,Uberlândia,consultor_tecnico,L059,tarde," R$ 3.313,00 ",2023-12-31,,Desconhecido,False,,"3,8",1,18
753,E100753,Maceió,lider_geral,L016,manha," R$ 8.679,00 ",2024-01-02,,Desconhecido,False,,"2,78",2,17
754,E100754,Natal,soldador,L058,manha," R$ 2.885,00 ",2023-09-17,2024-12-31,desempenho,False,,"4,24",0,15
755,E100755,Rio de Janeiro,mecanico,L037,tarde," R$ 3.237,00 ",2024-05-21,,Desconhecido,True,2025-01-20,"4,62",1,13
756,E100756,Manaus,consultor_tecnico,L044,noite," R$ 3.326,00 ",2023-10-15,,Desconhecido,False,,"2,93",0,20
757,E100757,São Paulo,organizador_patio,L043,tarde," R$ 2.401,00 ",2023-09-14,,Desconhecido,False,,"2,71",1,21
758,E100758,Natal,mecanico,L014,manha," R$ 3.245,00 ",2023-07-17,,Desconhecido,False,,"3,09",0,23
759,E100759,Curitiba,motorista_campo,L041,tarde," R$ 3.283,00 ",2023-08-19,,Desconhecido,False,,"3,81",0,22
760,E100760,Vitória,motorista_campo,L017,tarde," R$ 3.226,00 ",2024-02-10,,Desconhecido,False,,"2,75",3,16
761,E100761,Uberlândia,mecanico,L009,manha," R$ 2.997,00 ",2024-04-01,,Desconhecido,False,,"2,31",1,14
762,E100762,Natal,lider_geral,L029,tarde," R$ 7.982,00 ",2024-03-08,,Desconhecido,False,,"4,33",1,15
763,E100763,Uberlândia,motorista_campo,L014,tarde," R$ 3.029,00 ",2024-03-02,,Desconhecido,False,,"3,21",2,15
764,E100764,Vitória,organizador_patio,L015,noite," R$ 2.316,00 ",2024-04-08,2024-03-31,outros,False,,"3,5",3,0
765,E100765,Salvador,front_atendimento,L022,manha," R$ 2.337,00 ",2023-07-21,2025-03-31,pedido,False,,"2,7",0,20
766,E100766,Ribeirão Preto,lider_geral,L037,noite," R$ 9.020,00 ",2024-06-02,,Desconhecido,False,,"4,29",2,12
767,E100767,Salvador,soldador,L048,manha," R$ 3.223,00 ",2023-07-15,2024-01-31,desempenho,False,,5,1,6
768,E100768,Ribeirão Preto,soldador,L021,tarde," R$ 3.027,00 ",2024-06-22,2025-02-28,pedido,False,,"2,41",2,8
769,E100769,Ribeirão Preto,mecanico,L047,manha," R$ 3.301,00 ",2023-11-28,2024-01-31,outros,False,,"3,23",1,2
770,E100770,Porto Alegre,estoquista,L046,noite," R$ 2.732,00 ",2024-06-21,,Desconhecido,False,,"3,61",1,12
771,E100771,Goiânia,mecanico,L051,manha," R$ 3.681,00 ",2024-04-11,,Desconhecido,True,2025-02-24,"4,34",1,14
772,E100772,São Luís,motorista_campo,L048,tarde," R$ 2.786,00 ",2024-04-13,2024-06-30,outros,False,,"2,45",5,2
773,E100773,Belo Horizonte,consultor_tecnico,L030,manha," R$ 3.388,00 ",2024-02-23,2024-05-31,pedido,False,,"2,89",1,3
774,E100774,Curitiba,front_atendimento,L032,manha," R$ 2.388,00 ",2023-08-12,2024-06-30,pedido,False,,"2,97",0,10
775,E100775,Vitória,lider_area,L008,tarde," R$ 5.344,00 ",2024-06-24,,Desconhecido,False,,"2,78",4,12
776,E100776,Recife,organizador_patio,L025,manha," R$ 2.298,00 ",2024-06-16,,Desconhecido,False,,"3,04",5,12
777,E100777,Salvador,soldador,L020,manha," R$ 2.903,00 ",2024-02-11,,Desconhecido,False,,"3,05",0,16
778,E100778,Brasília,motorista_campo,L038,noite," R$ 2.854,00 ",2024-06-03,2024-03-31,transferencia,False,,"3,91",2,0
779,E100779,Vitória,mecanico,L019,manha," R$ 3.322,00 ",2023-09-08,,Desconhecido,False,,"3,43",1,21
