employee_id;cidade;cargo;lider_id;turno;salario_base;data_admissao;data_demissao;motivo_saida;faixa_preta_certificado;data_certificacao;nota_desempenho;faltas_trim;tempo_de_casa_meses
E100950;Manaus;motorista_campo;L059;noite;" R$ 3.083,00 ";09/02/2024;;;FALSE;;"2,66";0;16
E100951;Manaus;soldador;L026;manha;" R$ 3.343,00 ";24/06/2024;30/06/2025;pedido;FALSE;;"2,92";2;12
E100952;Florianópolis;front_atendimento;L040;tarde;" R$ 2.295,00 ";20/09/2023;;;FALSE;;"4,07";1;21
E100953;São Luís;consultor_tecnico;L017;tarde;" R$ 3.399,00 ";04/12/2023;;;FALSE;;"2,36";6;18
E100954;Curitiba;lider_area;L025;noite;" R$ 6.282,00 ";22/12/2023;;;FALSE;;"4,8";1;18
E100955;Ribeirão Preto;front_atendimento;L028;manha;" R$ 2.453,00 ";06/02/2024;31/08/2024;pedido;FALSE;;"2,7";0;6
E100956;Fortaleza;motorista_campo;L057;tarde;" R$ 2.885,00 ";22/01/2024;31/05/2024;pedido;FALSE;;"4,55";3;4
E100957;Manaus;front_atendimento;L027;tarde;" R$ 2.297,00 ";21/08/2023;;;FALSE;;"3,96";1;22
E100958;Belo Horizonte;estoquista;L012;manha;" R$ 2.605,00 ";08/04/2024;;;FALSE;;"3,47";2;14
E100959;Ribeirão Preto;soldador;L022;manha;" R$ 3.281,00 ";19/10/2023;;;FALSE;;"3,56";0;20
E100960;Rio de Janeiro;mecanico;L035;manha;" R$ 3.118,00 ";02/01/2024;;;FALSE;;"4,96";1;17
E100961;Salvador;front_atendimento;L007;manha;" R$ 2.526,00 ";08/03/2024;31/01/2025;pedido;FALSE;;"4,65";0;10
E100962;São Paulo;motorista_campo;L045;tarde;" R$ 3.222,00 ";16/09/2023;30/06/2024;transferencia;FALSE;;"4,04";3;9
E100963;Belo Horizonte;organizador_patio;L005;tarde;" R$ 2.431,00 ";19/10/2023;30/11/2024;pedido;FALSE;;"3,93";4;13
E100964;Florianópolis;mecanico;L058;tarde;" R$ 3.172,00 ";17/05/2024;;;FALSE;;"3,44";1;13
E100965;Campinas;front_atendimento;L046;tarde;" R$ 2.215,00 ";03/02/2024;31/05/2024;desempenho;FALSE;;"3,3";1;3
E100966;Uberlândia;mecanico;L060;manha;" R$ 3.414,00 ";05/03/2024;30/09/2024;pedido;FALSE;;"2,94";1;6
E100967;Campinas;mecanico;L046;tarde;" R$ 3.321,00 ";21/10/2023;28/02/2025;desempenho;FALSE;;"2,84";2;16
E100968;Recife;front_atendimento;L016;tarde;" R$ 2.159,00 ";22/04/2024;30/11/2024;pedido;FALSE;;"4,29";2;7
E100969;Brasília;mecanico;L025;tarde;" R$ 3.485,00 ";15/03/2024;31/03/2024;desempenho;FALSE;;"2,27";2;0
E100970;Campinas;motorista_campo;L017;manha;" R$ 3.186,00 ";20/02/2024;;;FALSE;;"3,38";4;16
E100971;São Luís;mecanico;L038;manha;" R$ 2.940,00 ";04/10/2023;28/02/2025;desempenho;TRUE;21/02/2025;"2,34";0;16
E100972;Vitória;mecanico;L008;manha;" R$ 3.637,00 ";02/08/2023;;;FALSE;;"3,23";2;22
E100973;Uberlândia;soldador;L035;manha;" R$ 3.136,00 ";28/01/2024;;;FALSE;;"2,55";2;17
E100974;São Paulo;front_atendimento;L042;manha;" R$ 2.230,00 ";18/07/2023;28/02/2025;pedido;FALSE;;"2,89";3;19
E100975;Goiânia;mecanico;L015;manha;" R$ 3.103,00 ";22/12/2023;;;FALSE;;"2,79";2;18
E100976;Maceió;organizador_patio;L035;manha;" R$ 2.343,00 ";20/12/2023;31/01/2025;pedido;FALSE;;"2,68";3;13
E100977;Recife;lider_area;L017;manha;" R$ 5.491,00 ";29/12/2023;31/12/2024;pedido;FALSE;;"3,62";0;12
E100978;Recife;consultor_tecnico;L017;noite;" R$ 3.248,00 ";03/12/2023;30/04/2025;pedido;FALSE;;"3,24";0;16
E100979;Vitória;lider_area;L008;manha;" R$ 6.022,00 ";23/10/2023;;;FALSE;;"2,54";3;20
E100980;Maceió;lider_area;L039;tarde;" R$ 5.177,00 ";29/01/2024;;;FALSE;;"3,45";3;17
E100981;Maceió;motorista_campo;L060;tarde;" R$ 2.960,00 ";28/01/2024;30/04/2025;pedido;FALSE;;"2,31";0;15
E100982;Natal;consultor_tecnico;L044;tarde;" R$ 3.218,00 ";30/11/2023;31/10/2024;outros;FALSE;;"3,15";3;11
E100983;Maceió;mecanico;L025;noite;" R$ 3.700,00 ";18/05/2024;31/12/2024;justa_causa;FALSE;;"2,63";1;7
E100984;São Paulo;mecanico;L032;noite;" R$ 3.163,00 ";09/11/2023;30/04/2024;desempenho;FALSE;;"3,58";2;5
E100985;Natal;front_atendimento;L020;tarde;" R$ 2.444,00 ";31/08/2023;30/04/2025;desempenho;FALSE;;"3,52";4;20
E100986;Belém;front_atendimento;L033;manha;" R$ 2.185,00 ";06/06/2024;;;FALSE;;"3,81";2;12
E100987;Recife;organizador_patio;L049;manha;" R$ 2.349,00 ";06/10/2023;31/05/2024;pedido;FALSE;;"3,28";1;7
E100988;Goiânia;soldador;L058;tarde;" R$ 3.022,00 ";24/11/2023;31/05/2024;pedido;FALSE;;"3,17";2;6
E100989;Uberlândia;mecanico;L007;manha;" R$ 3.695,00 ";27/04/2024;;;FALSE;;"3,05";1;14
E100990;Belém;soldador;L046;tarde;" R$ 3.126,00 ";20/11/2023;;;FALSE;;"3,12";2;19
E100991;Porto Alegre;soldador;L010;manha;" R$ 2.997,00 ";28/07/2023;31/03/2024;pedido;FALSE;;"3,69";2;8
E100992;Fortaleza;organizador_patio;L036;tarde;" R$ 2.209,00 ";13/07/2023;31/03/2025;pedido;FALSE;;"4,23";1;20
E100993;Salvador;mecanico;L046;tarde;" R$ 3.344,00 ";26/08/2023;;;FALSE;;"2,55";3;22
E100994;Porto Alegre;front_atendimento;L019;manha;" R$ 2.168,00 ";07/11/2023;;;FALSE;;"2,32";0;19
E100995;Salvador;lider_area;L026;tarde;" R$ 5.518,00 ";11/11/2023;31/05/2024;pedido;FALSE;;"1,96";4;6
E100996;Maceió;lider_area;L057;tarde;" R$ 5.401,00 ";08/02/2024;;;FALSE;;"3,59";2;16
E100997;Recife;mecanico;L031;manha;" R$ 3.280,00 ";10/04/2024;31/03/2025;pedido;FALSE;;"3,59";0;11
E100998;Goiânia;motorista_campo;L004;tarde;" R$ 2.867,00 ";31/10/2023;;;FALSE;;"2,84";1;20
E100999;Belém;lider_geral;L043;manha;" R$ 9.220,00 ";06/02/2024;31/12/2024;pedido;FALSE;;"3,29";2;10
E101000;Recife;estoquista;L004;manha;" R$ 2.558,00 ";07/12/2023;;;FALSE;;"3,41";2;18
E101001;Goiânia;front_atendimento;L057;manha;" R$ 2.199,00 ";08/09/2023;;;FALSE;;"3,51";4;21
E101002;Belém;mecanico;L037;tarde;" R$ 3.231,00 ";03/06/2024;31/12/2024;transferencia;FALSE;;"3,49";2;6
E101003;Manaus;mecanico;L020;manha;" R$ 3.082,00 ";09/10/2023;31/05/2025;pedido;FALSE;;"3,27";1;19
E101004;Fortaleza;organizador_patio;L008;noite;" R$ 2.491,00 ";23/07/2023;31/03/2025;desempenho;FALSE;;"3,4";4;20
E101005;Uberlândia;soldador;L043;manha;" R$ 3.515,00 ";29/04/2024;;;FALSE;;"3,6";3;14
E101006;Salvador;front_atendimento;L006;tarde;" R$ 2.286,00 ";15/09/2023;28/02/2025;desempenho;FALSE;;"3,42";1;17
E101007;Uberlândia;front_atendimento;L030;noite;" R$ 2.364,00 ";20/03/2024;;;FALSE;;"3,69";5;15
E101008;Campinas;estoquista;L024;tarde;" R$ 2.736,00 ";14/08/2023;31/01/2025;pedido;FALSE;;"4,47";4;17
E101009;São Luís;consultor_tecnico;L047;tarde;" R$ 3.443,00 ";30/09/2023;;;FALSE;;"3,66";3;21
E101010;Rio de Janeiro;lider_area;L060;noite;" R$ 5.584,00 ";27/04/2024;;;FALSE;;"4,49";2;14
E101011;Fortaleza;organizador_patio;L035;tarde;" R$ 2.486,00 ";25/10/2023;28/02/2025;pedido;FALSE;;"2,73";2;16
E101012;Natal;organizador_patio;L033;tarde;" R$ 2.305,00 ";16/12/2023;;;FALSE;;"3,41";1;18
E101013;Porto Alegre;estoquista;L023;manha;" R$ 2.730,00 ";26/10/2023;;;FALSE;;"4,77";5;20
E101014;Natal;motorista_campo;L017;manha;" R$ 2.990,00 ";04/03/2024;31/12/2024;pedido;FALSE;;"3,19";4;9
E101015;Maceió;organizador_patio;L017;manha;" R$ 2.273,00 ";27/04/2024;;;FALSE;;"2,58";1;14
E101016;Salvador;front_atendimento;L029;tarde;" R$ 2.417,00 ";10/10/2023;;;FALSE;;"3,55";3;20
E101017;Belém;front_atendimento;L035;manha;" R$ 2.351,00 ";28/05/2024;;;FALSE;;"3,02";0;13
E101018;Brasília;estoquista;L016;manha;" R$ 2.539,00 ";10/07/2023;31/05/2024;pedido;FALSE;;"3,28";0;10
E101019;Ribeirão Preto;consultor_tecnico;L019;manha;" R$ 3.449,00 ";28/05/2024;31/10/2024;pedido;FALSE;;"3,91";2;5
E101020;Florianópolis;mecanico;L056;manha;" R$ 3.488,00 ";08/05/2024;31/01/2025;pedido;TRUE;21/03/2025;"3,22";1;8
E101021;Goiânia;mecanico;L047;tarde;" R$ 3.243,00 ";26/03/2024;;;FALSE;;"3,49";0;15
E101022;Belém;mecanico;L038;tarde;" R$ 3.035,00 ";30/09/2023;31/01/2024;outros;FALSE;;"3,62";2;4
E101023;São Paulo;mecanico;L035;tarde;" R$ 3.482,00 ";06/11/2023;;;FALSE;;"3,18";3;19
E101024;Porto Alegre;front_atendimento;L033;tarde;" R$ 2.267,00 ";27/08/2023;;;FALSE;;"4,24";4;22
E101025;Porto Alegre;organizador_patio;L041;manha;" R$ 2.459,00 ";29/09/2023;28/02/2025;pedido;FALSE;;"2,99";2;17
E101026;Salvador;front_atendimento;L016;manha;" R$ 2.138,00 ";28/07/2023;;;FALSE;;"3,7";3;23
E101027;Porto Alegre;organizador_patio;L001;manha;" R$ 2.445,00 ";05/08/2023;31/10/2024;desempenho;FALSE;;"4,36";4;14
E101028;Uberlândia;front_atendimento;L042;tarde;" R$ 2.326,00 ";24/12/2023;;;FALSE;;"4,27";0;18
E101029;Fortaleza;consultor_tecnico;L060;tarde;" R$ 3.871,00 ";17/06/2024;;;FALSE;;"2,08";1;12
E101030;Recife;estoquista;L014;manha;" R$ 2.394,00 ";17/07/2023;31/03/2024;desempenho;FALSE;;"4,25";0;8
E101031;Curitiba;consultor_tecnico;L040;manha;" R$ 3.526,00 ";05/10/2023;31/07/2024;desempenho;FALSE;;"4,42";1;9
E101032;Goiânia;mecanico;L054;manha;" R$ 3.260,00 ";10/06/2024;30/06/2024;pedido;TRUE;30/01/2025;"2,07";2;0
E101033;Recife;front_atendimento;L026;manha;" R$ 2.409,00 ";18/03/2024;;;FALSE;;"3,66";2;15
E101034;Manaus;front_atendimento;L042;tarde;" R$ 2.203,00 ";25/03/2024;30/06/2024;outros;FALSE;;"2,1";0;3
E101035;São Paulo;mecanico;L040;noite;" R$ 3.589,00 ";10/10/2023;;;FALSE;;"2,94";3;20
E101036;Natal;consultor_tecnico;L049;manha;" R$ 3.149,00 ";08/03/2024;31/07/2024;desempenho;FALSE;;"4,17";4;4
E101037;Belo Horizonte;soldador;L037;manha;" R$ 3.033,00 ";02/10/2023;31/05/2024;pedido;FALSE;;"3,8";2;7
E101038;Brasília;soldador;L017;tarde;" R$ 3.263,00 ";18/05/2024;;;FALSE;;"3,31";1;13
E101039;Uberlândia;mecanico;L044;tarde;" R$ 3.289,00 ";10/08/2023;;;TRUE;06/03/2025;"3,6";2;22
E101040;Natal;mecanico;L011;manha;" R$ 3.432,00 ";21/04/2024;28/02/2025;outros;FALSE;;"3,75";2;10
E101041;Belo Horizonte;estoquista;L053;noite;" R$ 2.326,00 ";08/09/2023;;;FALSE;;"3,4";3;21
E101042;Natal;motorista_campo;L046;manha;" R$ 2.765,00 ";23/11/2023;30/04/2025;transferencia;FALSE;;"3,46";2;17
E101043;São Paulo;organizador_patio;L044;tarde;" R$ 2.297,00 ";04/07/2023;31/10/2024;outros;FALSE;;"3,18";1;15
E101044;Rio de Janeiro;mecanico;L043;tarde;" R$ 3.054,00 ";14/10/2023;;;FALSE;;"3,59";0;20
E101045;Manaus;mecanico;L022;manha;" R$ 3.210,00 ";04/03/2024;;;TRUE;25/01/2025;"2,74";0;15
E101046;São Luís;front_atendimento;L043;manha;" R$ 2.236,00 ";17/07/2023;;;FALSE;;"2,02";6;23
E101047;Manaus;consultor_tecnico;L056;manha;" R$ 3.183,00 ";26/10/2023;;;FALSE;;"3,75";2;20
E101048;Fortaleza;lider_geral;L038;manha;" R$ 8.451,00 ";06/06/2024;;;FALSE;;"3,52";1;12
E101049;Porto Alegre;mecanico;L043;manha;" R$ 3.287,00 ";12/09/2023;31/05/2024;pedido;TRUE;20/02/2025;"3,41";1;8
E101050;Campinas;lider_area;L012;manha;" R$ 5.507,00 ";01/04/2024;;;FALSE;;"2,81";0;14
E101051;Campinas;estoquista;L054;noite;" R$ 2.435,00 ";27/06/2024;30/09/2024;desempenho;FALSE;;"2,85";3;3
E101052;Manaus;mecanico;L019;tarde;" R$ 3.382,00 ";01/02/2024;;;TRUE;22/03/2025;"4,12";1;16
E101053;Curitiba;lider_area;L020;manha;" R$ 5.901,00 ";15/06/2024;;;FALSE;;"2,47";5;12
E101054;São Paulo;front_atendimento;L020;manha;" R$ 2.200,00 ";27/11/2023;;;FALSE;;"4,25";2;19
E101055;Campinas;front_atendimento;L035;manha;" R$ 2.381,00 ";11/12/2023;;;FALSE;;"2,3";0;18
E101056;Salvador;lider_area;L033;manha;" R$ 5.232,00 ";07/03/2024;;;FALSE;;"4,06";1;15
E101057;Natal;mecanico;L018;manha;" R$ 3.228,00 ";02/09/2023;31/05/2024;pedido;TRUE;20/02/2025;"3,23";1;8
E101058;Uberlândia;motorista_campo;L004;tarde;" R$ 3.273,00 ";27/12/2023;;;FALSE;;"3,29";1;18
E101059;Vitória;estoquista;L036;noite;" R$ 2.416,00 ";01/04/2024;;;FALSE;;"3,63";1;14
E101060;Brasília;front_atendimento;L055;manha;" R$ 2.242,00 ";13/09/2023;30/09/2024;transferencia;FALSE;;"2,96";3;12
E101061;Porto Alegre;mecanico;L001;noite;" R$ 3.416,00 ";01/07/2023;;;FALSE;;"2,95";2;23
E101062;Fortaleza;mecanico;L024;manha;" R$ 3.460,00 ";04/09/2023;;;FALSE;;"3,53";1;21
E101063;Ribeirão Preto;mecanico;L029;noite;" R$ 3.519,00 ";25/12/2023;31/08/2024;transferencia;FALSE;;"2,52";2;8
E101064;Belém;mecanico;L043;manha;" R$ 3.202,00 ";15/04/2024;;;FALSE;;"3,81";2;14
E101065;Belém;mecanico;L013;noite;" R$ 3.055,00 ";22/07/2023;;;FALSE;;"3,77";3;23
E101066;Porto Alegre;front_atendimento;L057;manha;" R$ 2.115,00 ";14/12/2023;;;FALSE;;"4,19";4;18
E101067;Recife;organizador_patio;L012;tarde;" R$ 2.217,00 ";31/12/2023;;;FALSE;;"2,41";3;18
E101068;São Luís;front_atendimento;L030;tarde;" R$ 2.142,00 ";04/12/2023;;;FALSE;;"3,86";5;18
E101069;Goiânia;mecanico;L006;tarde;" R$ 3.536,00 ";26/04/2024;31/07/2024;pedido;FALSE;;"3,01";1;3
E101070;Uberlândia;mecanico;L009;manha;" R$ 3.109,00 ";22/03/2024;;;TRUE;15/01/2025;"2,76";3;15
E101071;Belo Horizonte;motorista_campo;L020;tarde;" R$ 2.969,00 ";18/04/2024;;;FALSE;;"4,77";2;14
E101072;Campinas;mecanico;L033;tarde;" R$ 3.174,00 ";04/07/2023;;;TRUE;10/02/2025;"4,04";1;23
E101073;Belo Horizonte;mecanico;L054;manha;" R$ 3.026,00 ";13/09/2023;31/03/2025;pedido;FALSE;;"3,74";5;18
E101074;Rio de Janeiro;front_atendimento;L041;tarde;" R$ 2.311,00 ";15/11/2023;29/02/2024;pedido;FALSE;;"3,72";1;3
E101075;Florianópolis;soldador;L038;tarde;" R$ 3.291,00 ";10/07/2023;;;FALSE;;"4,43";4;23
E101076;Curitiba;mecanico;L015;tarde;" R$ 3.236,00 ";13/10/2023;;;FALSE;;"3,24";0;20
E101077;Manaus;lider_geral;L050;manha;" R$ 8.731,00 ";02/10/2023;31/01/2025;outros;FALSE;;"2,62";0;15
E101078;Rio de Janeiro;front_atendimento;L043;manha;" R$ 2.236,00 ";19/06/2024;;;FALSE;;"3,17";2;12
E101079;São Paulo;consultor_tecnico;L017;manha;" R$ 3.317,00 ";19/07/2023;;;FALSE;;"3,01";6;23
E101080;Fortaleza;lider_geral;L033;tarde;" R$ 8.039,00 ";04/11/2023;;;FALSE;;"3,56";3;19
E101081;Vitória;front_atendimento;L043;manha;" R$ 2.278,00 ";21/02/2024;;;FALSE;;"2,8";0;16
E101082;Belém;motorista_campo;L058;manha;" R$ 3.130,00 ";25/04/2024;;;FALSE;;"4,28";1;14
E101083;Goiânia;mecanico;L046;tarde;" R$ 2.964,00 ";05/09/2023;31/05/2024;outros;FALSE;;"3,24";0;8
E101084;Recife;estoquista;L057;tarde;" R$ 2.528,00 ";02/04/2024;;;FALSE;;"3,99";0;14
E101085;Vitória;front_atendimento;L034;tarde;" R$ 2.221,00 ";18/09/2023;;;FALSE;;"3,75";1;21
E101086;Recife;mecanico;L037;tarde;" R$ 3.150,00 ";20/11/2023;;;FALSE;;"3,32";2;19
E101087;Rio de Janeiro;front_atendimento;L009;manha;" R$ 2.068,00 ";17/02/2024;31/05/2024;pedido;FALSE;;"3,22";2;3
E101088;São Luís;consultor_tecnico;L012;manha;" R$ 3.227,00 ";13/04/2024;;;FALSE;;"3,6";1;14
E101089;Brasília;lider_area;L010;noite;" R$ 5.405,00 ";19/09/2023;;;FALSE;;"3,01";5;21
E101090;Maceió;lider_area;L051;manha;" R$ 6.152,00 ";16/10/2023;;;FALSE;;"3,46";5;20
E101091;Vitória;consultor_tecnico;L052;manha;" R$ 3.322,00 ";16/06/2024;29/02/2024;pedido;FALSE;;"3,55";3;0
E101092;Campinas;front_atendimento;L060;noite;" R$ 2.333,00 ";16/07/2023;;;FALSE;;"3,69";4;23
E101093;Salvador;consultor_tecnico;L029;tarde;" R$ 3.746,00 ";12/08/2023;30/06/2024;desempenho;FALSE;;"3,99";1;10
E101094;Vitória;mecanico;L017;manha;" R$ 3.401,00 ";29/06/2024;;;FALSE;;"3,3";2;12
E101095;Brasília;soldador;L039;tarde;" R$ 3.112,00 ";16/05/2024;28/02/2025;outros;FALSE;;"2,6";3;9
E101096;São Luís;front_atendimento;L003;manha;" R$ 2.446,00 ";09/05/2024;;;FALSE;;"4,21";2;13
E101097;Manaus;mecanico;L048;tarde;" R$ 2.707,00 ";22/03/2024;;;FALSE;;"1,3";1;15
E101098;Maceió;front_atendimento;L030;manha;" R$ 2.485,00 ";04/05/2024;;;FALSE;;"2,5";1;13
E101099;Vitória;mecanico;L056;tarde;" R$ 3.680,00 ";22/01/2024;;;TRUE;10/02/2025;"4,36";1;17
E101100;Ribeirão Preto;mecanico;L009;manha;" R$ 3.594,00 ";16/04/2024;;;FALSE;;"3,93";2;14
E101101;Rio de Janeiro;motorista_campo;L018;manha;" R$ 3.036,00 ";07/09/2023;;;FALSE;;"4,55";0;21
E101102;Brasília;mecanico;L049;manha;" R$ 3.732,00 ";24/04/2024;29/02/2024;outros;FALSE;;"3,97";3;0
E101103;Curitiba;motorista_campo;L019;tarde;" R$ 3.031,00 ";10/05/2024;31/10/2024;pedido;FALSE;;"3,53";2;5
E101104;Belo Horizonte;consultor_tecnico;L031;manha;" R$ 3.265,00 ";13/06/2024;;;FALSE;;"3,28";3;12
E101105;Brasília;motorista_campo;L027;tarde;" R$ 2.995,00 ";21/08/2023;;;FALSE;;"3,71";4;22
E101106;Maceió;mecanico;L041;tarde;" R$ 3.435,00 ";11/05/2024;;;TRUE;06/03/2025;"2,88";1;13
E101107;Vitória;consultor_tecnico;L002;manha;" R$ 3.390,00 ";17/03/2024;31/10/2024;pedido;FALSE;;"2,61";1;7
E101108;Rio de Janeiro;consultor_tecnico;L029;manha;" R$ 3.228,00 ";24/06/2024;31/05/2024;pedido;FALSE;;"3,12";1;0
E101109;Ribeirão Preto;motorista_campo;L040;tarde;" R$ 2.866,00 ";01/09/2023;29/02/2024;pedido;FALSE;;4;3;5
E101110;São Paulo;organizador_patio;L032;manha;" R$ 2.220,00 ";14/02/2024;30/04/2025;transferencia;FALSE;;"2,74";3;14
E101111;Porto Alegre;motorista_campo;L041;noite;" R$ 3.153,00 ";26/05/2024;;;FALSE;;"2,93";1;13
E101112;Brasília;organizador_patio;L034;manha;" R$ 2.534,00 ";28/10/2023;;;FALSE;;"3,56";0;20
E101113;Belo Horizonte;mecanico;L015;tarde;" R$ 3.489,00 ";30/09/2023;;;FALSE;;"2,53";0;21
E101114;Florianópolis;organizador_patio;L043;tarde;" R$ 2.276,00 ";30/08/2023;31/03/2024;pedido;FALSE;;"2,79";3;7
E101115;Porto Alegre;mecanico;L004;tarde;" R$ 3.251,00 ";22/01/2024;;;FALSE;;"4,01";1;17
E101116;Fortaleza;mecanico;L029;tarde;" R$ 3.672,00 ";16/10/2023;;;FALSE;;"3,71";1;20
E101117;Brasília;front_atendimento;L018;tarde;" R$ 2.266,00 ";11/08/2023;;;FALSE;;"3,74";4;22
E101118;Brasília;mecanico;L044;tarde;" R$ 3.484,00 ";09/01/2024;28/02/2025;pedido;FALSE;;"4,03";1;13
E101119;Manaus;lider_area;L010;tarde;" R$ 5.070,00 ";30/04/2024;;;FALSE;;"3,01";1;14
E101120;São Paulo;mecanico;L046;manha;" R$ 3.200,00 ";28/09/2023;;;FALSE;;"4,04";1;21
E101121;Salvador;mecanico;L058;manha;" R$ 3.047,00 ";08/11/2023;;;FALSE;;"3,43";1;19
E101122;São Paulo;front_atendimento;L046;manha;" R$ 2.299,00 ";22/08/2023;;;FALSE;;"4,04";1;22
E101123;Natal;mecanico;L055;tarde;" R$ 3.216,00 ";14/06/2024;31/01/2025;pedido;FALSE;;"2,66";4;7
E101124;Goiânia;organizador_patio;L009;tarde;" R$ 2.456,00 ";25/12/2023;;;FALSE;;"2,2";0;18
E101125;Fortaleza;motorista_campo;L040;tarde;" R$ 3.095,00 ";24/11/2023;31/10/2024;desempenho;FALSE;;"3,33";5;11
E101126;São Paulo;mecanico;L054;tarde;" R$ 3.487,00 ";19/03/2024;31/08/2024;desempenho;FALSE;;"3,7";6;5
E101127;Brasília;mecanico;L021;manha;" R$ 3.538,00 ";08/08/2023;;;FALSE;;"3,36";1;22
E101128;Ribeirão Preto;front_atendimento;L049;tarde;" R$ 2.345,00 ";17/09/2023;31/12/2024;pedido;FALSE;;"3,58";1;15
E101129;São Paulo;organizador_patio;L037;manha;" R$ 2.326,00 ";10/09/2023;;;FALSE;;"2,42";2;21
E101130;Ribeirão Preto;mecanico;L018;manha;" R$ 3.534,00 ";09/04/2024;30/09/2024;pedido;FALSE;;"3,42";2;5
E101131;Curitiba;consultor_tecnico;L058;manha;" R$ 3.612,00 ";19/11/2023;;;FALSE;;"2,84";4;19
E101132;São Paulo;mecanico;L030;tarde;" R$ 3.009,00 ";21/09/2023;;;FALSE;;"2,53";3;21
E101133;Ribeirão Preto;consultor_tecnico;L009;noite;" R$ 3.441,00 ";11/01/2024;;;FALSE;;"2,32";3;17
E101134;Rio de Janeiro;consultor_tecnico;L026;manha;" R$ 2.927,00 ";28/12/2023;30/04/2025;justa_causa;FALSE;;"3,56";4;16
E101135;Porto Alegre;front_atendimento;L041;tarde;" R$ 2.272,00 ";08/10/2023;;;FALSE;;"3,35";3;20
E101136;Brasília;mecanico;L044;tarde;" R$ 3.066,00 ";16/11/2023;31/01/2025;pedido;FALSE;;"3,81";1;14
E101137;São Luís;motorista_campo;L024;tarde;" R$ 2.970,00 ";27/04/2024;30/11/2024;pedido;FALSE;;"2,68";2;7
E101138;Natal;mecanico;L047;manha;" R$ 3.246,00 ";06/06/2024;31/07/2024;transferencia;FALSE;;"3,55";3;1
E101139;Ribeirão Preto;mecanico;L021;manha;" R$ 2.790,00 ";17/04/2024;;;TRUE;18/03/2025;"3,29";2;14
E101140;Natal;front_atendimento;L036;noite;" R$ 2.277,00 ";07/12/2023;31/05/2024;pedido;FALSE;;"3,48";1;5
E101141;Natal;mecanico;L047;tarde;" R$ 3.092,00 ";03/08/2023;;;FALSE;;"2,73";2;22
E101142;Goiânia;mecanico;L022;tarde;" R$ 3.120,00 ";26/07/2023;;;FALSE;;"1,7";3;23
E101143;Brasília;motorista_campo;L058;tarde;" R$ 2.889,00 ";23/01/2024;31/01/2024;outros;FALSE;;"2,61";1;0
E101144;Brasília;mecanico;L009;noite;" R$ 3.139,00 ";23/02/2024;;;TRUE;05/02/2025;"3,38";4;16
E101145;Natal;motorista_campo;L009;tarde;" R$ 3.034,00 ";05/01/2024;31/12/2024;pedido;FALSE;;"2,86";3;11
E101146;Florianópolis;consultor_tecnico;L005;tarde;" R$ 3.095,00 ";22/01/2024;;;FALSE;;"4,45";1;17
E101147;Curitiba;soldador;L020;tarde;" R$ 3.057,00 ";07/12/2023;;;FALSE;;"2,89";1;18
E101148;Florianópolis;organizador_patio;L033;manha;" R$ 2.514,00 ";14/01/2024;;;FALSE;;"3,51";2;17
E101149;Natal;mecanico;L043;tarde;" R$ 3.072,00 ";16/05/2024;31/03/2024;pedido;FALSE;;"3,22";1;0
E101150;Goiânia;lider_area;L012;manha;" R$ 5.328,00 ";12/05/2024;;;FALSE;;"3,18";4;13
E101151;Brasília;front_atendimento;L022;tarde;" R$ 2.042,00 ";01/12/2023;;;FALSE;;"3,32";4;18
E101152;Fortaleza;front_atendimento;L050;manha;" R$ 2.287,00 ";24/04/2024;31/05/2025;desempenho;FALSE;;"3,84";1;13
E101153;Belém;mecanico;L056;manha;" R$ 3.217,00 ";22/03/2024;;;FALSE;;"2,96";1;15
E101154;São Paulo;estoquista;L002;manha;" R$ 2.293,00 ";05/03/2024;;;FALSE;;"3,26";0;15
E101155;Brasília;mecanico;L052;noite;" R$ 3.339,00 ";30/03/2024;;;FALSE;;"3,38";2;15
E101156;Fortaleza;lider_area;L047;manha;" R$ 5.690,00 ";25/09/2023;;;FALSE;;"4,06";1;21
E101157;Manaus;mecanico;L054;tarde;" R$ 3.363,00 ";02/11/2023;31/03/2025;pedido;FALSE;;"4,12";0;16
E101158;Belo Horizonte;front_atendimento;L002;tarde;" R$ 2.226,00 ";03/04/2024;30/04/2024;pedido;FALSE;;"4,04";2;0
E101159;Vitória;organizador_patio;L023;manha;" R$ 2.243,00 ";12/11/2023;31/05/2024;outros;FALSE;;"4,29";2;6
E101160;Manaus;consultor_tecnico;L005;noite;" R$ 3.440,00 ";22/12/2023;31/07/2024;desempenho;FALSE;;"3,01";3;7
E101161;Manaus;organizador_patio;L058;tarde;" R$ 2.345,00 ";04/05/2024;;;FALSE;;"2,72";3;13
E101162;Natal;motorista_campo;L055;manha;" R$ 3.033,00 ";23/02/2024;31/12/2024;pedido;FALSE;;"3,48";3;10
E101163;Natal;mecanico;L047;tarde;" R$ 3.597,00 ";25/07/2023;;;FALSE;;"3,87";1;23
E101164;Curitiba;mecanico;L018;tarde;" R$ 2.940,00 ";05/06/2024;31/10/2024;justa_causa;FALSE;;"2,85";4;4
E101165;Fortaleza;soldador;L004;tarde;" R$ 3.173,00 ";02/12/2023;;;FALSE;;"4,03";1;18
E101166;Maceió;mecanico;L041;tarde;" R$ 3.521,00 ";01/05/2024;;;FALSE;;"3,31";3;13
